tenderID,title,cpvs,complaints,complaints.status,questions,answer,documents,methodType,value,procuringEntity,status,region
UA-2017-02-02-002298-b,"Пара, гаряча вода та пов'язана продукція (теплова енергія)",93,0,0,0,0,1,negotiation.quick,1680301.78,8751177,complete,30
UA-2017-02-08-001506-c,Постачання теплової енергії.,93,0,0,0,0,3,negotiation,7384172.53,1896872,complete,611
UA-2017-02-15-000672-b,ДК 021:2015 - 24450000-3 Агрохімічна продукція (дезінфекційні засоби),244,0,0,0,0,9,aboveThresholdUA,900000,5415786,complete,10
UA-2017-02-02-000978-a,ЦУКОР І СУПУТНЯ ПРОДУКЦІЯ,158,0,0,0,0,0,belowThreshold,18000,30909763,complete,810
UA-2017-02-17-001821-c,Талони на бензин А-92,91,0,0,0,0,1,belowThreshold,32987,730626,complete,845
UA-2017-02-21-000326-b,Картопля,32,0,0,0,0,2,belowThreshold,44180,2011893,complete,36
UA-2017-02-07-000287-c,Електрична енергія,93,0,0,0,0,2,negotiation.quick,280000,1984820,complete,491
UA-2017-02-11-000015-b,Придбання піщано-сольової суміші,142,0,0,0,0,1,belowThreshold,195000,4362680,complete,87
UA-2017-02-14-000565-b,Лісозаготівля,772,0,0,0,0,6,aboveThresholdUA,257085,20562421,complete,785
UA-2017-02-08-000296-b,ДСТУ Б Д.1.1-1:2013. Реконструкція інформаційно-обчислювальної системи верхній рівень (ІОС) (ВР).  Монтаж кінцевих пристроїв оптоволоконного кабелю. Енергоблок №3.  Будівельно-монтажні роботи (Код ДК 021:2015 – 45300000-0 Будівельно-монтажні роботи),453,0,0,0,0,3,belowThreshold,1254708.98,19355964,cancelled,715
UA-2017-02-06-000678-a,ДК 021:2015: 39831000-6 — Засоби для прання і миття,398,0,0,1,1,3,belowThreshold,35000,3343947,complete,115
UA-2017-02-08-000221-c,"Масло вершкове,  Згідно ДК 021:2015 – 15530000 – 2,   Вершкове масло",155,0,0,0,0,0,belowThreshold,72600,1993931,complete,30
UA-2017-02-09-003015-c,Борошно пшеничне вищого гатунку ,156,0,0,0,0,7,belowThreshold,63750,3190001,complete,590
UA-2017-02-28-000658-b,Запасні частини  для  рятувальних автомобілів,343,0,0,0,0,3,belowThreshold,13962,35840979,complete,875
UA-2017-02-22-000654-b,згідно з ДК 021:2015 33600000-6 Фармацевтична продукція (наркотичні препарати або психотропні лікарські засоби),336,0,0,0,0,3,aboveThresholdUA,25100,2003652,unsuccessful,610
UA-2017-02-16-002757-c,Вершкове масло,155,0,0,0,0,10,belowThreshold,4257,2541332,complete,490
UA-2017-02-07-001604-c,послуги з охорони приміщень Президії НАН України,797,0,0,11,11,4,aboveThresholdUA,742118,19270,complete,16
UA-2017-02-23-002425-c,Муфти кабельні,313,0,0,6,6,10,aboveThresholdUA,367896,40081195,complete,790
UA-2017-02-07-000684-b,Бензин А-92 (в талонах),91,0,0,0,0,4,belowThreshold,15041.5,2231809,complete,160
UA-2017-02-08-002905-c,"Послуги з підготовки та тиражування геологічної інформації по Леськівській, Мягківській та Сахновщинській площах",723,0,0,0,0,1,negotiation,1402200,20077720,complete,16
UA-2017-02-13-001733-c,Технічне обслуговування і ремонт офісної техніки (обслуговування РРО моделі Екселліо FP-2000 в Західному макрорегіоні),503,0,0,0,0,7,aboveThresholdUA,1015740,21560045,unsuccessful,10
UA-2017-02-28-000431-c,"Напій кисломолочний (ряжанка) фасований, напій кисломолочний (кефір) фасований, напій кисломолочний (йогурт питний) фасований, сметана фасована",155,0,0,0,0,2,negotiation,1178925,2142282,complete,500
UA-2017-02-06-002695-b,централізоване постачання теплової енергії,93,0,0,0,0,3,negotiation.quick,18163791.44,8377170,cancelled,360
UA-2017-02-20-001434-c,"Пісок тригідрату оксиду алюмінію вологого, або еквівалент",146,0,0,0,0,11,aboveThresholdEU,37200000,5766356,complete,400
UA-2017-02-02-000189-a,Сирні продукти в асортименті згідно технічного завдання,155,0,0,0,0,5,aboveThresholdUA,237700,4590961,complete,483
UA-2017-02-01-001544-b,Зернові культури(Горох) та картопля,32,0,0,0,0,4,belowThreshold,15900,1983654,unsuccessful,933
UA-2017-02-28-001453-b,"ДК 021:2015 - 31210000-1 Електрична апаратура для комутування та захисту електричних кіл (Автоматичні вимикачі, запобіжники, рубильники, пускачі, контактори та інша електрична апаратура для комутування та захисту електричних кіл)",312,0,0,1,1,17,aboveThresholdUA,450000,3360905,unsuccessful,36
UA-2017-02-08-000659-b,"Газ природний, скраплений або в газоподібному стані (ДК 016:2010 код - 06.20.1) -  (ДК 021:2015 – (код -  09123000-7) – Природний газ (газ природний)",91,0,0,0,0,9,negotiation,1837377,2009896,complete,730
UA-2017-02-02-000237-a,Соки фруктові,153,0,0,0,0,7,belowThreshold,6206,3190587,complete,571
UA-2017-02-24-000277-a,Централізоване водопостачання холодної води та централізоване водовідведення,651,0,0,0,0,2,negotiation,180240.23,26480670,cancelled,841
UA-2017-02-24-001553-c,Тушонка птиці в скляній банці,151,0,0,1,0,5,belowThreshold,20438,21722281,complete,228
UA-2017-02-09-002207-c,"ДК 021:2015 код 09310000-5 ""Електрична енергія"", (електроенергія)",93,0,0,0,0,4,negotiation.quick,1046248,2147463,complete,156
UA-2017-02-10-000440-b,ТРАКТОР МТЗ 82.1 (АБО ЕКВІВАЛЕНТ),167,0,0,0,0,7,aboveThresholdUA,470000,34535962,unsuccessful,775
UA-2017-02-22-000084-a,Брендовані спортивні сумки,189,0,0,0,0,8,belowThreshold,10100,40871476,complete,490
UA-2017-02-13-000584-c,централізоване постачання теплової енергії,93,0,0,0,0,1,negotiation.quick,717395.49,1999595,complete,360
UA-2017-02-16-000106-a,"газ природний, скраплений обо в газоподібному стані",91,0,0,0,0,2,negotiation,350000,3072626,complete,10
UA-2017-02-03-001125-b,Електрична енергія,93,0,0,0,0,1,negotiation.quick,990000,3366670,complete,514
UA-2017-02-16-001874-c,"Пара,гаряча вода та пов""язана продукція (теплопостачання) 214 гКал",93,0,0,0,0,2,negotiation.quick,330000,32788981,complete,904
UA-2017-02-24-000769-a,"Овочі, фрукти та горіхи (Цибуля, буряк, мандарин, яблуко)",32,0,0,0,0,5,belowThreshold,9510,1984004,complete,491
UA-2017-02-14-000151-a,Електрична енергія,93,0,0,0,0,2,negotiation.quick,273519,2543673,complete,904
UA-2017-02-07-000102-b,"ДК 016:2010 – 06.20.1 Газ природний, скраплений або в газоподібному стані  (ДК 021:2015 – 091230000-7  Природний газ)",91,0,0,0,0,2,aboveThresholdUA,275000,23995020,unsuccessful,411
UA-2017-02-20-001392-c,"Овочі, фрукти та горіхи",32,0,0,0,0,9,aboveThresholdUA,300000,3188820,unsuccessful,91
UA-2017-02-09-002181-c,Вершкове масло,155,0,0,0,0,4,aboveThresholdUA,627000,2005603,cancelled,196
UA-2017-02-08-000529-b,Великі каркасні намети (шатро),374,0,0,0,0,1,belowThreshold,49000,20123472,complete,430
UA-2017-02-01-001496-b,«Цукор і супутня продукція» - код за ДК-021:2015 – 15830,158,0,0,0,0,6,belowThreshold,31050,5492930,unsuccessful,875
UA-2017-02-09-002691-c,"Брикети типу ""RUF"" Код  ДК 021:2015: 44191500-0 – Пресована деревина.",441,0,0,0,0,3,belowThreshold,199800,25908539,complete,430
UA-2017-02-10-000228-b,Компоненти донорської крові,331,0,0,0,0,2,belowThreshold,109000,2007472,unsuccessful,427
UA-2017-02-03-000310-a,Бензин А-92,91,0,0,0,0,5,belowThreshold,32000,22800244,complete,190
UA-2017-02-28-000371-b,3914 Меблі для дому (шафа),391,0,0,1,1,3,belowThreshold,56400,1981738,complete,20
UA-2017-02-10-000099-c,поточний ремонт приміщення,450,0,0,0,0,1,belowThreshold,96400,5481010,unsuccessful,400
UA-2017-02-10-001035-c,"09320000-8 Пара, гаряча вода та пов'язана продукція",93,0,0,0,0,3,negotiation.quick,722530,4543507,complete,396
UA-2017-02-28-001554-a,"Профнастил покрівельний С-20 RAL 6005 (темно-зелений) (розміри 1150/1110*2000)  товщина 0.45 мм - 1000 м2 та саморіз покрівельний  RAL6005 (4,8х35) зелений з шайбою (дерево) - 9000 шт.",441,0,0,0,0,4,belowThreshold,149100,24983020,complete,650
UA-2017-02-07-001370-c,Енергія електрична (активна/реактивна),93,0,0,0,0,1,negotiation.quick,449700,40020216,complete,790
UA-2017-02-23-000521-c,електрична енергія,93,0,0,0,0,0,negotiation,6086343.21,2005585,active,180
UA-2017-02-15-000524-b,Код ДК 021-2015 (CPV) (09120000-6) Газове паливо (Природний газ),91,0,0,1,1,15,aboveThresholdUA,770995.23,33465030,unsuccessful,814
UA-2017-02-16-001077-c,Послуги з централізованого водовідведення,904,0,0,0,0,1,negotiation.quick,389176.2,2002990,complete,625
UA-2017-02-02-000137-c,"""Продукіця борошномельно-круп'яної промисловості"" (борошно, рис) (ДК 021:2015 15600000-4)",156,0,0,0,0,4,belowThreshold,11189,33352868,complete,510
UA-2017-02-27-000167-c,Новий автомобіль спецпризначення МДКЗ на шасі МАЗ-4381N2(або еквівалент),341,0,0,0,0,4,aboveThresholdUA,1680000,31616100,complete,801
UA-2017-02-17-001433-c,"Овочі, фрукти та горіхи (Буряк, морква, цибуля, часник, капуста, банани, апельсини, лимони, яблука)",32,0,0,0,0,26,aboveThresholdUA,567700,2142388,unsuccessful,533
UA-2017-02-21-001729-c,Дріжджі,158,0,0,0,0,1,belowThreshold,3762,2006389,complete,166
UA-2017-02-23-000214-b,Портативні радіостанції,322,0,0,2,2,3,belowThreshold,50000,24979158,complete,134
UA-2017-02-16-001343-c,Капітальне будівництво водопроводу центральних вулиць селища Вовчоярівка Попаснянського району Луганської області,452,0,0,3,3,16,aboveThresholdUA,2672942,4011555,complete,934
UA-2017-02-06-001417-b,"код ДК 021:2015 - 15550000-8  - Молочні продукти різні (кефір, сметана)",155,0,0,0,0,9,aboveThresholdUA,302300,5425307,complete,611
UA-2017-02-02-002708-b,М'ясо куряче,151,0,0,0,0,2,belowThreshold,24000,22354129,unsuccessful,806
UA-2017-02-03-000012-c,Дорожні контролери з системою точного часу GPS,349,0,0,3,3,5,aboveThresholdEU,8734473,32955518,unsuccessful,30
UA-2017-02-06-001337-b,Шини для транспортних засобів великої та малої тонажності. (шина 9.00-20; шина 15.5-38; шина 7.5-20; шина 9.00-16; шина 11.2.28; шина 6.50-16; шина 320х508; шина 260х508; шина 240х508),343,0,0,0,0,8,belowThreshold,188129.4,5472910,cancelled,519
UA-2017-02-06-000527-c,Борошно пшеничне,156,0,0,0,0,1,belowThreshold,45000,3189376,unsuccessful,412
UA-2017-02-15-000409-c,Нафта та дистиляти,91,0,0,0,0,2,aboveThresholdUA,231050,37861791,unsuccessful,500
UA-2017-02-16-001315-c,«Фармацевтична продукція» (гормони гіпофіза та гіпоталамуса),336,0,0,0,0,6,aboveThresholdUA,781149.42,37899673,unsuccessful,490
UA-2017-02-10-000731-c,"Медичне обладнання, фармацевтична продукція та засоби особистої гігієни за кодом ДК 021:2015 - 33000000-0; (Згідно специфікації договору).",330,0,0,0,0,2,belowThreshold,7900,8563524,unsuccessful,705
UA-2017-02-16-000708-c,Тестові смужки та індикатори стерилізації,331,0,0,1,1,5,aboveThresholdUA,15068,1993842,cancelled,11
UA-2017-02-02-002267-b,"Фармацевтична продукція (Оксибутинін, Ксантинолу нікотинат, Пірацетам, Ацетазоламід, Збору седативного екстракту сухого (кропиви собачої, шишок хмелю звичайного, листя м'яти перцев кореневища з коренями валеріани, корені і кореневища солодки), Пентоксифілін, Фенібут, Окскарбазепін, Сертралін, Глюкоза, Дексаметазон, Фуросемід, Метоклопрамід, Гліцин, Цинаризин, Карбамазепін, Цитидину-5-монофосфату динатрієвої солі (ЦМФ динатрієвої солі) 10 мг, уридину- 5-трифосфату тринатрієвої солі (УТФ тринатрієвої солі), уридину-5- дифосфату динатрієвої солі (УДФ динатрієвої солі), Ламотриджин, Тіоридазин, Нікетамід, Панкреатин, Будесонід, Меглюміну натрію сукцинату, натрію хлориду, калію хлориду, магнію хлориду гексагідрату, Артишоку сухого екстракт, Ніфуроксазид, Магнію аспарагінат, калію аспарагінат, Депротеїнізований гемодериват з крові телят, Вальпроат натрію, Церебролізин, Леветирацетам, Леветирацетам, Цефтриаксон, Цефазолін, Топірамат, Толперизон, Піридоксин, Ціанокобаламін, Цитиколін.)",336,0,0,0,0,3,belowThreshold,15825,1985475,complete,490
UA-2017-02-07-000037-b,"Молочні продукти (молоко пастеризоване, сметана, масло)",155,0,0,0,0,2,belowThreshold,85900,38422934,unsuccessful,474
UA-2017-02-09-000534-a,"ДК 021:2015-15550000-8 Молочні продукти різні (кефір,ряжанка,йогурт,сметана)",155,0,0,0,0,4,aboveThresholdUA,535798.8,40150216,complete,844
UA-2017-02-17-000309-c,Запчастини для ремонту автомобілів ГАЗель,343,0,0,0,0,5,belowThreshold,7530,1995663,complete,490
UA-2017-02-28-000200-c,"Плівка радіографічна медична Лізоформ універсал 30х40 по 100 аркушів, Плівка флюорографічна  медична Лізоформ 70х30,5 мм  по 100 аркушів. Проявник (ХімРей) по 3 л. Фіксаж ( ХімРей) по 3 л.",249,0,0,0,0,5,belowThreshold,10862,1982608,complete,234
UA-2017-02-03-000893-c,ДК 021:2015-33600000-6 — Фармацевтична продукція,336,0,0,0,0,1,aboveThresholdUA,88500,1994238,unsuccessful,85
UA-2017-02-24-000232-b,Бензин А-92 PERFEKT,91,0,0,0,0,2,belowThreshold,77902,30562039,unsuccessful,854
UA-2017-02-14-002247-c,Мережеві кабелі,313,0,0,0,0,3,belowThreshold,26000,8183359,complete,100
UA-2017-02-07-000683-a,Електротехнічні вироби,316,0,0,1,1,2,belowThreshold,17000,1131514,complete,30
UA-2017-02-02-000855-b,"Пара, гаряча вода та пов’язана продукція",93,0,0,0,0,4,negotiation.quick,1840000,39891833,complete,100
UA-2017-02-24-000950-c,послуги в лісовому господарстві,34,0,0,0,0,4,belowThreshold,84830,31206582,complete,817
UA-2017-02-01-001893-b,"сир кисломолочний, 9% жир.; сир сичужний твердий, 50% жир.",155,0,0,0,0,5,aboveThresholdUA,648000,2142922,complete,841
UA-2017-02-06-001901-b,тушки хека,152,0,0,0,0,6,belowThreshold,17500,1112014,complete,521
UA-2017-02-16-000990-c,Бензин та дизельне паливо,91,0,0,1,1,3,aboveThresholdUA,332500,2770191,unsuccessful,199
UA-2017-02-13-001727-c,50420000-5 Послуги з ремонту і технічного обслуговування медичного та хірургічного обладнання,504,0,0,0,0,3,belowThreshold,25000,5480826,complete,875
UA-2017-02-14-000973-a,Повірка засобів вимірювальної техніки. Ремонт (при необхідності) засобів вимірювальної техніки. Обслуговування терезового господарства.,504,0,0,0,0,14,belowThreshold,131000,23645975,unsuccessful,522
UA-2017-02-03-000419-a,Електрична енергія,93,0,0,0,0,3,negotiation.quick,479000,36636582,complete,580
UA-2017-02-16-000690-a,"Ацетон хч/чда - 24,0 кг ; Соляна кислота  хч/чда - 9,6 кг",336,0,0,0,0,2,belowThreshold,4160.24,712108,complete,290
UA-2017-02-07-000288-c,Вершкове масло,155,0,0,0,0,4,belowThreshold,90000,4590932,complete,486
UA-2017-02-17-000761-c,Скраплений газ,91,0,0,0,0,2,aboveThresholdUA,7200,38728465,unsuccessful,688
UA-2017-02-03-001094-b,Код ДК 021:2015: 79000000-4  Послуги з охорони приміщення,790,0,0,0,0,4,belowThreshold,18444.32,2215928,complete,490
UA-2017-02-24-000320-c,електрична енергія,93,0,0,0,0,2,negotiation.quick,800400,13360604,complete,442
UA-2017-02-15-000627-a,м'ясо,151,0,0,0,0,4,aboveThresholdUA,3040340,20760948,complete,822
UA-2017-02-10-002676-c,Оренда контейнерів для вивезення сміття,905,0,0,0,0,0,belowThreshold,5400,2605411,unsuccessful,40
UA-2017-02-03-001148-b,М'ясо птиці,151,0,0,0,0,1,belowThreshold,8400,1982560,unsuccessful,246
UA-2017-02-24-001609-c,"М""ясопродукти",151,0,0,0,0,5,belowThreshold,54100,31742187,complete,824
UA-2017-02-23-000815-c,ДК 021:2015: 50320000-4  Послуги з ремонту і технічного обслуговування персональних комп’ютерів (Послуги з обслуговування та поточного ремонту комп'ютерної техніки),503,0,0,0,0,5,belowThreshold,35000,33695540,complete,10
UA-2017-02-23-001744-c,Газ метан,243,0,0,0,0,3,negotiation,700000,37752790,complete,133
UA-2017-02-24-000502-c,Медичні матеріали,331,0,0,0,0,2,belowThreshold,6000,2006171,unsuccessful,174
UA-2017-02-13-000101-c,Виготовлення офіційних копій нормативної документації,798,0,0,0,0,5,belowThreshold,5500,33855098,complete,519
UA-2017-02-08-000971-c,ДК 021:2015 - 15320000-7 Фруктові та овочеві соки (Соки натуральні в асортименті),153,0,0,2,2,6,belowThreshold,167900,2136962,cancelled,790
UA-2017-02-06-000354-c,електрична енергія,93,0,0,0,0,1,negotiation.quick,569800,3096992,complete,875
UA-2017-02-23-000119-a,крупи різні,156,0,0,0,0,3,belowThreshold,49950,8733788,complete,30
UA-2017-02-24-001318-c,4481 -  Фарби (Фарба водоемульсійна та інша),448,0,0,1,1,3,belowThreshold,65000,1181765,complete,31
UA-2017-02-13-001254-a,Фармацевтична продукція,336,0,0,0,0,13,aboveThresholdUA,256065.72,1994126,cancelled,97
UA-2017-02-06-000655-c,природний газ,91,0,0,0,0,2,aboveThresholdUA,250000,25313349,unsuccessful,111
UA-2017-02-23-002430-c,"різці, пластини",426,10,1,0,0,17,aboveThresholdEU,31212950.53,40081347,complete,30
UA-2017-02-22-000676-a,"Замки, шпінгалети, петлі, пружини, завіси",445,0,0,0,0,4,aboveThresholdUA,396205,39607507,complete,31
UA-2017-02-21-000251-c,"Риба,рибне філе та інше м""ясо риби морожені",152,0,0,0,0,2,aboveThresholdUA,207025,3189877,unsuccessful,162
UA-2017-02-28-000864-b,"Замки, ключі та петлі (Врізні замки)",445,0,0,0,0,2,belowThreshold,6800,3191259,complete,704
UA-2017-02-07-000829-b,Сік плодово –ягідний (натуральний або з м’якоттю),153,0,0,0,0,6,aboveThresholdUA,294400,2144482,complete,801
UA-2017-02-20-001068-c,"Пара, гаряча вода та пов’язана продукція",93,0,0,0,0,1,negotiation.quick,993600,2005800,complete,580
UA-2017-02-21-000778-c,ДК: 021:2015 4500   (будівельні роботи),450,0,0,0,0,5,belowThreshold,98000,3188760,unsuccessful,31
UA-2017-02-15-002761-c,Послуги з прання і сухого чищення одягу та білизни,983,0,0,0,0,4,aboveThresholdUA,210000,2005438,complete,180
UA-2017-02-10-000079-b,вугілля кам'яне ДГр 0-200,91,0,0,1,1,4,aboveThresholdUA,742000,38072710,complete,303
UA-2017-02-27-000247-b,Вироби медичного призначення для служби крові,331,0,0,0,0,2,belowThreshold,90000,5492491,complete,934
UA-2017-02-01-002866-b,Послуги з водопостачання,651,0,0,0,0,1,negotiation.quick,82519.5,22991617,complete,10
UA-2017-02-22-002420-c,Електрична енергія ,93,0,0,0,0,1,negotiation.quick,126334.56,38553482,complete,180
UA-2017-02-07-000005-a,Крісла для кінотеатру (176 шт.),391,0,0,1,0,2,aboveThresholdUA,360000,36545349,cancelled,790
UA-2017-02-28-001552-a,Послуги з організації шкільного харчування,555,0,0,0,0,5,aboveThresholdEU,24896532.98,3192069,cancelled,442
UA-2017-02-08-003072-c,«ДК 021:2015: (CPV) М'ясо  (15110000-2)»,151,0,0,0,0,8,aboveThresholdUA,3744500,2144602,complete,790
UA-2017-02-06-000260-a,Електрична енергія,93,0,0,0,0,1,negotiation,309204,23005709,complete,624
UA-2017-02-03-001290-b,Овочі та фрукти,32,0,0,0,0,4,aboveThresholdUA,358635,20001303,complete,10
UA-2017-02-10-002512-c,Нафта і дистиляти (бензин А-92 і дизельне паливо),91,0,0,0,0,4,belowThreshold,1341500,32505648,complete,220
UA-2017-02-14-000536-c,Послуги пожежних служб,752,0,0,0,0,5,belowThreshold,7200,21908212,complete,500
UA-2017-02-13-001233-a,Підсилювач звуку,323,0,0,0,0,6,belowThreshold,4960,24439930,cancelled,514
UA-2017-02-08-000800-a,лікарські засоби,336,0,0,0,0,1,belowThreshold,122000,38884956,unsuccessful,202
UA-2017-02-24-000506-b,Проявник та фіксаж для рентгенологічних плівок,249,0,0,0,0,7,belowThreshold,16000,5497361,complete,460
UA-2017-02-14-001145-c,ДК 021:2015: «50530000-9 - Послуги з ремонту і технічного обслуговування техніки» (Технічне обслуговування екскаваторів-навантажувачів  JCB 3CXSM 4T),505,0,0,0,0,5,belowThreshold,61000,25518364,complete,490
UA-2017-02-20-000806-c,"15110000-2 м'ясо (свинина, яловичина, м'ясо свійської птиці)",151,0,0,0,0,4,aboveThresholdUA,373925,21081273,complete,330
UA-2017-02-15-000581-a,Пломби,351,0,0,0,0,2,belowThreshold,72000,3353845,complete,460
UA-2017-02-15-002563-c,Електрична енергія,93,0,0,0,0,1,negotiation.quick,671385.69,38299914,complete,490
UA-2017-02-11-000031-a,Саджанці дерев в контейнерах; саджанці кущів в контейнерах,34,0,0,0,0,2,belowThreshold,198895,31806913,complete,30
UA-2017-02-20-001867-c,Рис,156,0,0,0,0,2,belowThreshold,12000,21733534,complete,430
UA-2017-02-24-000957-b,Експлуатаційне утримання автомобільної дороги державного значення Чернелівка - Городок - Смотрич км 44+228 - км 100+143 (ямковий ремонт покриття асфальтобетоном),637,0,0,0,0,6,aboveThresholdUA,2265150,25879878,cancelled,290
UA-2017-02-27-000399-a,"Бензин (Бензин А-92,  бензин А-95, дизельне пальне)",91,0,0,0,0,7,belowThreshold,50000,5481004,complete,400
UA-2017-02-07-001386-a,продукти харчування різні,158,0,0,0,0,2,belowThreshold,114500,31479921,unsuccessful,172
UA-2017-02-07-000652-a,"овочі, фрукти та горіхи ( згідно специфікації)",32,0,0,0,0,15,belowThreshold,100000,24357942,complete,180
UA-2017-02-22-002449-c,"ГАЙКА КОРОНЧАТА, БОЛТ ЗАПОБІЖНИЙ",445,0,0,0,0,8,aboveThresholdUA,53386.2,40081326,complete,85
UA-2017-02-21-001214-c,Комп’ютерне обладнання різне,302,0,0,0,0,3,belowThreshold,9000,1981655,complete,21
UA-2017-02-23-001067-c,Автобуси спеціалізовані для перевезення школярів,341,0,0,0,0,5,aboveThresholdUA,1450000,2146436,complete,623
UA-2017-02-13-000616-a,Чисті хімічні речовини та різноманітна хімічна продукція,249,0,0,0,0,2,belowThreshold,42900,30405534,complete,826
UA-2017-02-17-000137-c,Енергія електрична,93,0,0,0,0,2,negotiation.quick,198100,2473085,complete,20
UA-2017-02-07-000704-c,Дрова паливні,34,0,0,0,0,4,aboveThresholdUA,400000,3397050,complete,486
UA-2017-02-03-001409-b,"Бензин, дизельне паливо",91,0,0,0,0,2,aboveThresholdUA,552000,21423791,unsuccessful,605
UA-2017-02-06-002652-b,Послуги лікувальних закладів та супутні послуги ДК 021:2015 – 85110000-3,851,0,0,0,0,1,belowThreshold,15470,3360905,complete,36
UA-2017-02-16-000375-a,Код ДК 021:2015 - 09310000-5 Електрична енергія (електрична енергія),93,0,0,0,0,1,negotiation,499447.59,1204348,complete,360
UA-2017-02-22-001000-c,"Пара,гаряча вода та повязана продукція",93,0,0,0,0,1,negotiation.quick,444320,38293011,complete,771
UA-2017-02-06-002656-b,Електрична енергія,93,0,0,0,0,5,negotiation.quick,163800,21903083,complete,522
UA-2017-02-16-002046-c,"Паливо (Бензин А-92, дизельне паливо)",91,0,0,0,0,2,aboveThresholdUA,1164000,34158207,unsuccessful,785
UA-2017-02-20-000639-a,"СУХАРІ, ПЕЧИВО, ВАФЛІ, РУЛЕТИ",158,0,0,0,0,3,belowThreshold,70000,493735,complete,803
UA-2017-02-17-000573-a,Гідромуфта YOXD 560,421,0,0,1,1,10,aboveThresholdUA,1200000,32359108,complete,931
UA-2017-02-07-001290-a,"Бензин А-92, Дизельне паливо",91,0,0,0,0,6,aboveThresholdUA,1173000,2145205,complete,663
UA-2017-02-23-000648-a,Медикаменти,336,0,0,0,0,1,belowThreshold,195000,20763603,unsuccessful,815
UA-2017-02-28-000150-a,Хімічні реактиви 33 найменування,336,0,0,0,0,8,aboveThresholdUA,65000,1995195,unsuccessful,276
UA-2017-02-20-000971-c,"Засоби для миття посуду (39832000-3), засоби для прання і миття (39831000-6)",398,0,0,3,3,14,belowThreshold,32242.5,2006805,complete,845
UA-2017-02-03-000636-c,Олія соняшникова рафінована,154,0,0,0,0,7,belowThreshold,87500,5497361,complete,460
UA-2017-02-20-001659-c,Брус дерев’яний,349,0,0,0,0,3,belowThreshold,3753,23379574,unsuccessful,41
UA-2017-02-01-002628-b,Сир твердий,155,0,0,0,0,2,belowThreshold,10500,20096812,complete,228
UA-2017-02-20-000721-c,"Пара, гаряча вода та пов'язана продукція (теплова енергія)",93,0,0,0,0,1,negotiation.quick,343000,5496810,complete,41
UA-2017-02-09-001066-c,"Послуги з чищення каналізаційних колекторів (код ДК 021-2015-90470000-2), послуги по збиранню та знешкодженню рідких побутових відходів (вивіз вмісту бака стандартного пластикового пересувного біотуалету)",904,0,0,0,0,1,belowThreshold,3500,23698049,complete,31
UA-2017-02-14-000111-c,Індикаторні смужки ,331,0,0,1,1,8,belowThreshold,26737.4,37803420,complete,853
UA-2017-02-14-001725-c,Бензин,91,0,0,0,0,2,aboveThresholdUA,391750,38645054,unsuccessful,685
UA-2017-02-27-001214-a,Канцелярські товари,301,0,0,0,0,3,belowThreshold,3100,1998354,complete,561
UA-2017-02-24-000773-b,"Паливо (Бензин, Дизельне паливо)",91,0,0,0,0,2,aboveThresholdUA,586550,38073190,unsuccessful,757
UA-2017-02-06-002319-b,Послуги з технічного огляду та випробовувань,716,0,0,0,0,3,belowThreshold,4500,5416248,complete,10
UA-2017-02-01-001845-b,Лабораторний посуд,337,0,0,1,1,7,belowThreshold,3385.21,4725987,complete,360
UA-2017-02-06-000421-c,олія рафінована,154,0,0,0,0,4,belowThreshold,19000,8803827,complete,807
UA-2017-02-28-000049-b,МІТЛА БЕРЕЗОВА,392,0,0,0,0,2,belowThreshold,38000,35756919,active,31
UA-2017-02-07-000602-a,"Фармацевтична продукція, код ДК 021:2015 - 33600000-6 (наркотичні препарати).",336,0,0,0,0,3,aboveThresholdUA,741816,1993931,complete,30
UA-2017-02-16-001987-c,9837 	Поховальні та супутні послуги (кремація біологічних відходів),983,0,0,0,0,2,belowThreshold,24000,1981738,cancelled,20
UA-2017-02-17-001769-c,Розподіл води (централізоване водопостачання),651,0,0,0,0,2,negotiation,908209.12,1994072,cancelled,40
UA-2017-02-01-000013-c,Електрична енергія,93,0,0,0,0,0,negotiation.quick,351110,2543851,complete,690
UA-2017-02-08-002463-c,гумові вироби,331,0,0,0,0,4,belowThreshold,15425,2003540,complete,610
UA-2017-02-01-001997-b,Вершкове масло,155,0,0,0,0,6,belowThreshold,18000,1983654,complete,933
UA-2017-02-10-000776-a,Кабель силовий,443,0,0,0,0,13,aboveThresholdEU,45511239,40081195,complete,790
UA-2017-02-17-000930-c,17Т-057_клапани запобіжні,421,0,0,0,0,5,belowThreshold,374760,30019775,complete,40
UA-2017-02-02-001245-b,33140000-3 «Медичні матеріали»,331,0,0,0,0,3,belowThreshold,72371,1986256,complete,500
UA-2017-02-21-001629-c,"СИРНИЙ ПРОДУКТ ПЛАВЛЕНИЙ, 30% ЖИРНОСТІ",155,0,0,0,0,3,belowThreshold,33210,5498909,complete,696
UA-2017-02-16-002579-c,"Комп`ютерне обладнання (комп`ютерне обладнання та приладдя, оргтехніка )",302,0,0,0,0,5,belowThreshold,36800,19038146,cancelled,40
UA-2017-02-14-000496-b,мастильні засоби,92,0,0,0,0,17,aboveThresholdUA,1300000,32368222,complete,757
UA-2017-02-16-001475-c,Сир кисломолочний,155,0,0,0,0,4,belowThreshold,3285,24188994,unsuccessful,933
UA-2017-02-01-000517-c,Постачання теплової енергії та приєднаного теплового навантаження,93,0,0,0,0,0,negotiation.quick,507297,2224778,complete,210
